"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-12-27 20:51:18 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2008,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",2
2008,Kuwait,Afghanistan,Asylum-seekers,1796
2008,Lebanon,Afghanistan,Asylum-seekers,6
2008,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",8
2008,"Sri Lanka",Afghanistan,Asylum-seekers,3
2008,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",3
2008,Lithuania,Afghanistan,Asylum-seekers,1
2008,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",97
2008,Latvia,Afghanistan,Asylum-seekers,8
2008,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2008,"Rep. of Moldova",Afghanistan,Asylum-seekers,2
2008,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",10
2008,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",1
2008,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2008,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2008,Malaysia,Afghanistan,Asylum-seekers,465
2008,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",62
2008,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",13477
2008,Norway,Afghanistan,Asylum-seekers,1839
2008,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",3418
2008,Nepal,Afghanistan,Asylum-seekers,2
2008,"New Zealand",Afghanistan,Asylum-seekers,4
2008,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",167
2008,Pakistan,Afghanistan,Asylum-seekers,2535
2008,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1780150
2008,"Papua New Guinea",Afghanistan,Asylum-seekers,1
2008,Poland,Afghanistan,Asylum-seekers,5
2008,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",68
2008,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",8
2008,Romania,Afghanistan,Asylum-seekers,2
2008,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",230
2008,"Russian Federation",Afghanistan,Asylum-seekers,841
2008,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",2365
2008,"Saudi Arabia",Afghanistan,Asylum-seekers,3
2008,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",76
2008,Slovenia,Afghanistan,Asylum-seekers,9
2008,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2008,Sweden,Afghanistan,Asylum-seekers,604
2008,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",2946
2008,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,289
2008,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",517
2008,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",2
2008,Tajikistan,Afghanistan,Asylum-seekers,41
2008,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",1790
2008,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",46
2008,Turkey,Afghanistan,Asylum-seekers,2816
2008,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",347
2008,Ukraine,Afghanistan,Asylum-seekers,454
2008,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1156
2008,"United States of America",Afghanistan,Asylum-seekers,63
2008,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",2102
2008,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",809
2008,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",18
2009,Afghanistan,Afghanistan,"Internally displaced persons",297129
2009,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",3
2009,Australia,Afghanistan,Asylum-seekers,55
2009,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",5664
2009,Austria,Afghanistan,Asylum-seekers,2808
2009,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",6401
2009,Azerbaijan,Afghanistan,Asylum-seekers,15
2009,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",149
2009,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",271
2009,Bulgaria,Afghanistan,Asylum-seekers,388
2009,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",2039
2009,Belarus,Afghanistan,Asylum-seekers,61
2009,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",408
2009,Brazil,Afghanistan,Asylum-seekers,2
2009,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",12
2009,Canada,Afghanistan,Asylum-seekers,690
2009,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",3015
2009,Switzerland,Afghanistan,Asylum-seekers,869
2009,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1683
2009,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2009,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",17
2009,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2009,"Cayman Islands",Afghanistan,Asylum-seekers,3
2009,Cyprus,Afghanistan,Asylum-seekers,45
2009,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2009,"Czech Rep.",Afghanistan,Asylum-seekers,9
2009,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",222
2009,Germany,Afghanistan,Asylum-seekers,3891
2009,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",30320
2009,Denmark,Afghanistan,Asylum-seekers,328
2009,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",5026
2009,Ecuador,Afghanistan,Asylum-seekers,24
2009,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",105
2009,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",70
2009,Estonia,Afghanistan,Asylum-seekers,9
2009,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",6
2009,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2009,Finland,Afghanistan,Asylum-seekers,346
2009,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",656
2009,Fiji,Afghanistan,Asylum-seekers,3
2009,France,Afghanistan,"Refugees (incl. refugee-like situations)",1567
2009,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",23658
2009,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",148
2009,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,16
2009,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",1
2009,Croatia,Afghanistan,Asylum-seekers,9
2009,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2009,Hungary,Afghanistan,Asylum-seekers,198
2009,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1907
2009,Indonesia,Afghanistan,Asylum-seekers,1411
2009,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",220
2009,India,Afghanistan,Asylum-seekers,1335
2009,India,Afghanistan,"Refugees (incl. refugee-like situations)",8528
2009,Ireland,Afghanistan,Asylum-seekers,55
2009,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",149
2009,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,1718
2009,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",1022494
2009,Iraq,Afghanistan,Asylum-seekers,1
2009,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",2
2009,Iceland,Afghanistan,Asylum-seekers,1
2009,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",4
2009,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",3039
2009,Jordan,Afghanistan,Asylum-seekers,18
2009,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",5
2009,Japan,Afghanistan,Asylum-seekers,2
2009,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",57
2009,Kazakhstan,Afghanistan,Asylum-seekers,20
2009,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",429
2009,Kyrgyzstan,Afghanistan,Asylum-seekers,318
2009,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",323
2009,"Rep. of Korea",Afghanistan,Asylum-seekers,9
2009,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",2
2009,Kuwait,Afghanistan,Asylum-seekers,1800
2009,Lebanon,Afghanistan,Asylum-seekers,6
2009,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",8
2009,Libya,Afghanistan,"Refugees (incl. refugee-like situations)",1
2009,"Sri Lanka",Afghanistan,Asylum-seekers,3
2009,Lithuania,Afghanistan,Asylum-seekers,3
2009,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",100
2009,Luxembourg,Afghanistan,Asylum-seekers,11
2009,Latvia,Afghanistan,Asylum-seekers,20
2009,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2009,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2009,"Rep. of Moldova",Afghanistan,Asylum-seekers,7
2009,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",9
2009,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",1
2009,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,2
2009,Malta,Afghanistan,Asylum-seekers,1
2009,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2009,Mozambique,Afghanistan,Asylum-seekers,1
2009,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2009,Malaysia,Afghanistan,Asylum-seekers,296
2009,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",248
2009,Netherlands,Afghanistan,Asylum-seekers,1604
2009,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",9383
2009,Norway,Afghanistan,Asylum-seekers,3251
2009,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",4415
2009,Nepal,Afghanistan,Asylum-seekers,1
2009,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",2
2009,"New Zealand",Afghanistan,Asylum-seekers,4
2009,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",169
2009,Pakistan,Afghanistan,Asylum-seekers,2189
2009,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1739935
2009,Panama,Afghanistan,Asylum-seekers,4
2009,Philippines,Afghanistan,Asylum-seekers,2
2009,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",2
2009,Poland,Afghanistan,Asylum-seekers,10
2009,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",67
2009,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",7
2009,Romania,Afghanistan,Asylum-seekers,27
2009,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",102
2009,"Russian Federation",Afghanistan,Asylum-seekers,646
2009,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",2079
2009,"Saudi Arabia",Afghanistan,Asylum-seekers,1
2009,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,15
2009,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",101
2009,Slovenia,Afghanistan,Asylum-seekers,7
2009,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",5
2009,Sweden,Afghanistan,Asylum-seekers,1061
2009,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",3637
2009,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,467
2009,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",963
2009,Thailand,Afghanistan,Asylum-seekers,1
2009,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",1
2009,Tajikistan,Afghanistan,Asylum-seekers,1510
2009,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",2673
2009,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",29
2009,Timor-Leste,Afghanistan,Asylum-seekers,1
2009,Turkey,Afghanistan,Asylum-seekers,1896
2009,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",1040
2009,Ukraine,Afghanistan,Asylum-seekers,847
2009,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1239
2009,"United States of America",Afghanistan,Asylum-seekers,60
2009,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1711
2009,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",546
2009,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",18
2010,Afghanistan,Afghanistan,"Internally displaced persons",351907
2010,"United Arab Emirates",Afghanistan,Asylum-seekers,16
2010,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",4
2010,Argentina,Afghanistan,Asylum-seekers,1
2010,Australia,Afghanistan,Asylum-seekers,67
2010,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",5518
2010,Austria,Afghanistan,Asylum-seekers,2696
2010,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",7359
2010,Azerbaijan,Afghanistan,Asylum-seekers,2
2010,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",718
2010,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",501
2010,Bulgaria,Afghanistan,Asylum-seekers,402
2010,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",2048
2010,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,11
2010,Belarus,Afghanistan,Asylum-seekers,55
2010,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",417
2010,Brazil,Afghanistan,Asylum-seekers,1
2010,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",22
2010,Canada,Afghanistan,Asylum-seekers,592
2010,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",2727
2010,Switzerland,Afghanistan,Asylum-seekers,923
2010,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1929
2010,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",12
2010,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2010,Colombia,Afghanistan,Asylum-seekers,5
2010,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2010,"Cayman Islands",Afghanistan,Asylum-seekers,3
2010,Cyprus,Afghanistan,Asylum-seekers,112
2010,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2010,"Czech Rep.",Afghanistan,Asylum-seekers,9
2010,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",224
2010,Germany,Afghanistan,Asylum-seekers,7024
2010,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",30404
2010,Denmark,Afghanistan,Asylum-seekers,974
2010,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",4467
2010,Ecuador,Afghanistan,Asylum-seekers,24
2010,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",114
2010,Egypt,Afghanistan,Asylum-seekers,1
2010,Spain,Afghanistan,Asylum-seekers,17
2010,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",59
2010,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",12
2010,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2010,Finland,Afghanistan,Asylum-seekers,235
2010,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",807
2010,Fiji,Afghanistan,Asylum-seekers,3
2010,France,Afghanistan,"Refugees (incl. refugee-like situations)",1790
2010,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",23406
2010,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2010,Greece,Afghanistan,Asylum-seekers,4552
2010,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",96
2010,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,8
2010,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",6
2010,Croatia,Afghanistan,Asylum-seekers,16
2010,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",5
2010,Hungary,Afghanistan,Asylum-seekers,54
2010,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1767
2010,Indonesia,Afghanistan,Asylum-seekers,1207
2010,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",259
2010,India,Afghanistan,Asylum-seekers,223
2010,India,Afghanistan,"Refugees (incl. refugee-like situations)",9094
2010,Ireland,Afghanistan,Asylum-seekers,181
2010,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",157
2010,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,1639
2010,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",1027577
2010,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",2
2010,Iceland,Afghanistan,Asylum-seekers,1
2010,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",6
2010,Italy,Afghanistan,Asylum-seekers,304
2010,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",3665
2010,Jordan,Afghanistan,Asylum-seekers,37
2010,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",15
2010,Japan,Afghanistan,Asylum-seekers,1
2010,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",54
2010,Kazakhstan,Afghanistan,Asylum-seekers,22
2010,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",593
2010,Kenya,Afghanistan,Asylum-seekers,2
2010,Kyrgyzstan,Afghanistan,Asylum-seekers,232
2010,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",415
2010,"Rep. of Korea",Afghanistan,Asylum-seekers,16
2010,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",7
2010,Kuwait,Afghanistan,Asylum-seekers,1794
2010,Lebanon,Afghanistan,Asylum-seekers,6
2010,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",9
2010,Lithuania,Afghanistan,Asylum-seekers,2
2010,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",108
2010,Luxembourg,Afghanistan,Asylum-seekers,16
2010,Latvia,Afghanistan,Asylum-seekers,22
2010,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",19
2010,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2010,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",8
2010,"Rep. of Moldova",Afghanistan,Asylum-seekers,8
2010,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",13
2010,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2010,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,29
2010,Malta,Afghanistan,Asylum-seekers,1
2010,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2010,Mozambique,Afghanistan,Asylum-seekers,1
2010,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2010,Malaysia,Afghanistan,Asylum-seekers,76
2010,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",430
2010,Netherlands,Afghanistan,Asylum-seekers,1510
2010,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",6731
2010,Norway,Afghanistan,Asylum-seekers,2249
2010,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",5396
2010,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",2
2010,"New Zealand",Afghanistan,Asylum-seekers,14
2010,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",172
2010,Pakistan,Afghanistan,Asylum-seekers,1946
2010,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1899842
2010,Panama,Afghanistan,Asylum-seekers,3
2010,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2010,Philippines,Afghanistan,Asylum-seekers,2
2010,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",1
2010,Poland,Afghanistan,Asylum-seekers,15
2010,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",76
2010,Portugal,Afghanistan,Asylum-seekers,1
2010,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",6
2010,Romania,Afghanistan,Asylum-seekers,28
2010,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",75
2010,"Russian Federation",Afghanistan,Asylum-seekers,597
2010,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1953
2010,"Saudi Arabia",Afghanistan,Asylum-seekers,1
2010,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,100
2010,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",135
2010,Slovenia,Afghanistan,Asylum-seekers,9
2010,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",6
2010,Sweden,Afghanistan,Asylum-seekers,1708
2010,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",4150
2010,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,541
2010,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1611
2010,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2010,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",1
2010,Tajikistan,Afghanistan,Asylum-seekers,1607
2010,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",3126
2010,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",30
2010,Turkey,Afghanistan,Asylum-seekers,1956
2010,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",1491
2010,Ukraine,Afghanistan,Asylum-seekers,1162
2010,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1339
2010,"United States of America",Afghanistan,Asylum-seekers,46
2010,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1364
2010,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",304
2010,"Venezuela (Bolivarian Republic of)",Afghanistan,Asylum-seekers,1
2010,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",4
2010,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",18
2011,Afghanistan,Afghanistan,"Internally displaced persons",447547
2011,"United Arab Emirates",Afghanistan,Asylum-seekers,6
2011,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Australia,Afghanistan,Asylum-seekers,124
2011,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",4826
2011,Austria,Afghanistan,Asylum-seekers,4576
2011,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",8636
2011,Azerbaijan,Afghanistan,Asylum-seekers,21
2011,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",706
2011,Belgium,Afghanistan,Asylum-seekers,1765
2011,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",785
2011,Bulgaria,Afghanistan,Asylum-seekers,347
2011,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",2067
2011,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,2
2011,Belarus,Afghanistan,Asylum-seekers,34
2011,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",424
2011,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",24
2011,Canada,Afghanistan,Asylum-seekers,450
2011,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",2659
2011,Switzerland,Afghanistan,Asylum-seekers,1369
2011,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",2127
2011,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",12
2011,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2011,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",18
2011,Colombia,Afghanistan,Asylum-seekers,7
2011,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,Cyprus,Afghanistan,Asylum-seekers,113
2011,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2011,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",224
2011,Germany,Afghanistan,Asylum-seekers,11087
2011,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",30425
2011,Denmark,Afghanistan,Asylum-seekers,160
2011,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",3108
2011,Algeria,Afghanistan,Asylum-seekers,5
2011,Ecuador,Afghanistan,Asylum-seekers,5
2011,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",114
2011,Egypt,Afghanistan,Asylum-seekers,3
2011,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",62
2011,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",13
2011,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Finland,Afghanistan,Asylum-seekers,280
2011,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",948
2011,Fiji,Afghanistan,"Refugees (incl. refugee-like situations)",3
2011,France,Afghanistan,"Refugees (incl. refugee-like situations)",2120
2011,"United Kingdom",Afghanistan,Asylum-seekers,1402
2011,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",14424
2011,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",208
2011,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,5
2011,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",7
2011,Croatia,Afghanistan,Asylum-seekers,135
2011,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",16
2011,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1697
2011,Indonesia,Afghanistan,Asylum-seekers,1649
2011,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",476
2011,India,Afghanistan,Asylum-seekers,619
2011,India,Afghanistan,"Refugees (incl. refugee-like situations)",9161
2011,Ireland,Afghanistan,Asylum-seekers,209
2011,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",170
2011,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,421
2011,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",840451
2011,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,Iceland,Afghanistan,Asylum-seekers,3
2011,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",6
2011,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",4291
2011,Jordan,Afghanistan,Asylum-seekers,12
2011,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",15
2011,Japan,Afghanistan,Asylum-seekers,4
2011,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",40
2011,Kazakhstan,Afghanistan,Asylum-seekers,36
2011,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",556
2011,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,Kyrgyzstan,Afghanistan,Asylum-seekers,130
2011,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",418
2011,"Rep. of Korea",Afghanistan,Asylum-seekers,65
2011,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",9
2011,Lebanon,Afghanistan,Asylum-seekers,14
2011,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",5
2011,"Sri Lanka",Afghanistan,Asylum-seekers,6
2011,Lithuania,Afghanistan,Asylum-seekers,19
2011,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",114
2011,Latvia,Afghanistan,Asylum-seekers,14
2011,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",26
2011,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2011,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",8
2011,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",21
2011,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",3
2011,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,207
2011,Malta,Afghanistan,Asylum-seekers,1
2011,Mongolia,Afghanistan,Asylum-seekers,2
2011,Mozambique,Afghanistan,Asylum-seekers,1
