"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-12-27 20:51:18 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2017,Australia,Afghanistan,Asylum-seekers,1795
2017,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",10922
2017,Austria,Afghanistan,Asylum-seekers,24233
2017,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",26939
2017,Azerbaijan,Afghanistan,Asylum-seekers,70
2017,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",587
2017,Belgium,Afghanistan,Asylum-seekers,3915
2017,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",3201
2017,Bulgaria,Afghanistan,Asylum-seekers,752
2017,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",169
2017,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,9
2017,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",209
2017,Brazil,Afghanistan,Asylum-seekers,165
2017,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",99
2017,Canada,Afghanistan,Asylum-seekers,717
2017,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",3356
2017,Switzerland,Afghanistan,Asylum-seekers,5620
2017,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",8151
2017,Chile,Afghanistan,Asylum-seekers,13
2017,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",13
2017,China,Afghanistan,Asylum-seekers,18
2017,China,Afghanistan,"Refugees (incl. refugee-like situations)",8
2017,Colombia,Afghanistan,Asylum-seekers,2
2017,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",8
2017,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2017,Cuba,Afghanistan,Asylum-seekers,2
2017,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",45
2017,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,Cyprus,Afghanistan,Asylum-seekers,6
2017,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",12
2017,"Czech Rep.",Afghanistan,Asylum-seekers,5
2017,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",234
2017,Germany,Afghanistan,Asylum-seekers,87321
2017,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",104385
2017,Denmark,Afghanistan,Asylum-seekers,769
2017,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2668
2017,"Dominican Rep.",Afghanistan,Asylum-seekers,7
2017,"Dominican Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",4
2017,Algeria,Afghanistan,"Refugees (incl. refugee-like situations)",2
2017,Ecuador,Afghanistan,Asylum-seekers,63
2017,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",94
2017,Egypt,Afghanistan,Asylum-seekers,22
2017,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",17
2017,Spain,Afghanistan,Asylum-seekers,148
2017,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",287
2017,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",23
2017,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,Finland,Afghanistan,Asylum-seekers,320
2017,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",2571
2017,Fiji,Afghanistan,Asylum-seekers,4
2017,Fiji,Afghanistan,"Refugees (incl. refugee-like situations)",7
2017,France,Afghanistan,Asylum-seekers,4314
2017,France,Afghanistan,"Refugees (incl. refugee-like situations)",13425
2017,"United Kingdom",Afghanistan,Asylum-seekers,2347
2017,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",9858
2017,Georgia,Afghanistan,Asylum-seekers,16
2017,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2017,Greece,Afghanistan,Asylum-seekers,6922
2017,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",4751
2017,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,Croatia,Afghanistan,Asylum-seekers,93
2017,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",45
2017,Hungary,Afghanistan,Asylum-seekers,241
2017,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1412
2017,Indonesia,Afghanistan,Asylum-seekers,2084
2017,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",5477
2017,India,Afghanistan,Asylum-seekers,5743
2017,India,Afghanistan,"Refugees (incl. refugee-like situations)",7758
2017,Ireland,Afghanistan,Asylum-seekers,180
2017,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",230
2017,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",951142
2017,Iraq,Afghanistan,Asylum-seekers,107
2017,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",11
2017,Iceland,Afghanistan,Asylum-seekers,6
2017,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",44
2017,Italy,Afghanistan,Asylum-seekers,322
2017,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",17171
2017,Jordan,Afghanistan,Asylum-seekers,9
2017,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",8
2017,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",51
2017,Kazakhstan,Afghanistan,Asylum-seekers,164
2017,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",561
2017,Kenya,Afghanistan,Asylum-seekers,3
2017,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",8
2017,Kyrgyzstan,Afghanistan,Asylum-seekers,46
2017,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",236
2017,"Rep. of Korea",Afghanistan,Asylum-seekers,7
2017,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",37
2017,Lebanon,Afghanistan,Asylum-seekers,7
2017,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",22
2017,Libya,Afghanistan,Asylum-seekers,11
2017,Liechtenstein,Afghanistan,Asylum-seekers,2
2017,Liechtenstein,Afghanistan,"Refugees (incl. refugee-like situations)",4
2017,"Sri Lanka",Afghanistan,Asylum-seekers,58
2017,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",133
2017,Lithuania,Afghanistan,Asylum-seekers,9
2017,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",212
2017,Luxembourg,Afghanistan,Asylum-seekers,70
2017,Luxembourg,Afghanistan,"Refugees (incl. refugee-like situations)",43
2017,Latvia,Afghanistan,Asylum-seekers,8
2017,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",58
2017,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",3
2017,"Rep. of Moldova",Afghanistan,Asylum-seekers,8
2017,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",18
2017,Madagascar,Afghanistan,Asylum-seekers,1
2017,Madagascar,Afghanistan,"Refugees (incl. refugee-like situations)",4
2017,Mexico,Afghanistan,Asylum-seekers,6
2017,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2017,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,2
2017,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",4
2017,Malta,Afghanistan,Asylum-seekers,6
2017,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,Mongolia,Afghanistan,"Refugees (incl. refugee-like situations)",4
2017,Mauritania,Afghanistan,Asylum-seekers,7
2017,Malaysia,Afghanistan,Asylum-seekers,798
2017,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",389
2017,Nigeria,Afghanistan,"Refugees (incl. refugee-like situations)",5
2017,Netherlands,Afghanistan,Asylum-seekers,413
2017,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",6205
2017,Norway,Afghanistan,Asylum-seekers,618
2017,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",6490
2017,Nepal,Afghanistan,Asylum-seekers,1
2017,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",57
2017,Nauru,Afghanistan,"Refugees (incl. refugee-like situations)",81
2017,"New Zealand",Afghanistan,Asylum-seekers,20
2017,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",42
2017,Pakistan,Afghanistan,Asylum-seekers,3241
2017,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1392610
2017,Panama,Afghanistan,Asylum-seekers,6
2017,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",3
2017,Philippines,Afghanistan,Asylum-seekers,5
2017,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",13
2017,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",117
2017,Poland,Afghanistan,Asylum-seekers,7
2017,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",99
2017,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",18
2017,Romania,Afghanistan,Asylum-seekers,111
2017,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",152
2017,"Russian Federation",Afghanistan,Asylum-seekers,167
2017,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",661
2017,"Saudi Arabia",Afghanistan,Asylum-seekers,1
2017,Sudan,Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,49
2017,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,"Refugees (incl. refugee-like situations)",2182
2017,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",246
2017,Slovenia,Afghanistan,Asylum-seekers,41
2017,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",41
2017,Sweden,Afghanistan,Asylum-seekers,17812
2017,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",25645
2017,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,32
2017,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1221
2017,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,Thailand,Afghanistan,Asylum-seekers,7
2017,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",88
2017,Tajikistan,Afghanistan,Asylum-seekers,440
2017,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",2516
2017,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",14
2017,Turkey,Afghanistan,Asylum-seekers,157810
2017,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",5603
2017,Ukraine,Afghanistan,Asylum-seekers,2808
2017,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1410
2017,"United States of America",Afghanistan,Asylum-seekers,810
2017,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1564
2017,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",20
2017,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",10
2018,Afghanistan,Afghanistan,"Internally displaced persons",2106893
2018,Angola,Afghanistan,Asylum-seekers,*
2018,Albania,Afghanistan,Asylum-seekers,*
2018,"United Arab Emirates",Afghanistan,Asylum-seekers,20
2018,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",5
2018,Argentina,Afghanistan,Asylum-seekers,8
2018,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",5
2018,Armenia,Afghanistan,Asylum-seekers,13
2018,Australia,Afghanistan,Asylum-seekers,1600
2018,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",11932
2018,Austria,Afghanistan,Asylum-seekers,16093
2018,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",33103
2018,Azerbaijan,Afghanistan,Asylum-seekers,100
2018,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",636
2018,Belgium,Afghanistan,Asylum-seekers,2105
2018,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",3201
2018,Bangladesh,Afghanistan,Asylum-seekers,*
2018,Bulgaria,Afghanistan,Asylum-seekers,584
2018,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",205
2018,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,246
2018,Belarus,Afghanistan,Asylum-seekers,31
2018,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",208
2018,Brazil,Afghanistan,Asylum-seekers,178
2018,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",121
2018,Canada,Afghanistan,Asylum-seekers,769
2018,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",3603
2018,Switzerland,Afghanistan,Asylum-seekers,1793
2018,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",12282
2018,Chile,Afghanistan,Asylum-seekers,14
2018,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",13
2018,China,Afghanistan,Asylum-seekers,23
2018,China,Afghanistan,"Refugees (incl. refugee-like situations)",9
2018,Colombia,Afghanistan,Asylum-seekers,*
2018,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",9
2018,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",42
2018,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Afghanistan,Asylum-seekers,5
2018,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",14
2018,"Czech Rep.",Afghanistan,Asylum-seekers,16
2018,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",46
2018,Germany,Afghanistan,Asylum-seekers,65838
2018,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",126018
2018,Denmark,Afghanistan,Asylum-seekers,284
2018,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2750
2018,"Dominican Rep.",Afghanistan,Asylum-seekers,5
2018,"Dominican Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Algeria,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Ecuador,Afghanistan,Asylum-seekers,9
2018,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",141
2018,Egypt,Afghanistan,Asylum-seekers,23
2018,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",20
2018,Spain,Afghanistan,Asylum-seekers,195
2018,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",338
2018,Estonia,Afghanistan,Asylum-seekers,*
2018,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",8
2018,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Finland,Afghanistan,Asylum-seekers,187
2018,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",2944
2018,Fiji,Afghanistan,Asylum-seekers,7
2018,France,Afghanistan,Asylum-seekers,8085
2018,France,Afghanistan,"Refugees (incl. refugee-like situations)",18534
2018,"United Kingdom",Afghanistan,Asylum-seekers,2438
2018,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",9839
2018,Georgia,Afghanistan,Asylum-seekers,37
2018,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Greece,Afghanistan,Asylum-seekers,13533
2018,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",9291
2018,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Croatia,Afghanistan,Asylum-seekers,21
2018,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",53
2018,Hungary,Afghanistan,Asylum-seekers,68
2018,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1552
2018,Indonesia,Afghanistan,Asylum-seekers,1635
2018,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",6098
2018,India,Afghanistan,Asylum-seekers,7864
2018,India,Afghanistan,"Refugees (incl. refugee-like situations)",6984
2018,Ireland,Afghanistan,Asylum-seekers,148
2018,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",289
2018,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",951142
2018,Iraq,Afghanistan,Asylum-seekers,66
2018,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",12
2018,Iceland,Afghanistan,Asylum-seekers,29
2018,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",58
2018,Italy,Afghanistan,Asylum-seekers,825
2018,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",16941
2018,Jordan,Afghanistan,Asylum-seekers,10
2018,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",8
2018,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",55
2018,Kazakhstan,Afghanistan,Asylum-seekers,164
2018,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",538
2018,Kenya,Afghanistan,Asylum-seekers,10
2018,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",8
2018,Kyrgyzstan,Afghanistan,Asylum-seekers,34
2018,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",223
2018,"Rep. of Korea",Afghanistan,Asylum-seekers,31
2018,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",38
2018,Lebanon,Afghanistan,Asylum-seekers,7
2018,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",17
2018,Libya,Afghanistan,Asylum-seekers,11
2018,Liechtenstein,Afghanistan,Asylum-seekers,*
2018,Liechtenstein,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,"Sri Lanka",Afghanistan,Asylum-seekers,34
2018,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",146
2018,Lithuania,Afghanistan,Asylum-seekers,20
2018,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",222
2018,Luxembourg,Afghanistan,Asylum-seekers,115
2018,Luxembourg,Afghanistan,"Refugees (incl. refugee-like situations)",43
2018,Latvia,Afghanistan,Asylum-seekers,*
2018,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",67
2018,Morocco,Afghanistan,Asylum-seekers,*
2018,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,"Rep. of Moldova",Afghanistan,Asylum-seekers,6
2018,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",18
2018,Madagascar,Afghanistan,Asylum-seekers,*
2018,Madagascar,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,*
2018,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Malta,Afghanistan,Asylum-seekers,*
2018,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Mongolia,Afghanistan,Asylum-seekers,*
2018,Mongolia,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Mauritania,Afghanistan,Asylum-seekers,8
2018,Malaysia,Afghanistan,Asylum-seekers,1070
2018,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",647
2018,Nigeria,Afghanistan,"Refugees (incl. refugee-like situations)",5
2018,Netherlands,Afghanistan,Asylum-seekers,538
2018,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",6267
2018,Norway,Afghanistan,Asylum-seekers,194
2018,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",6065
2018,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",55
2018,Nauru,Afghanistan,Asylum-seekers,5
2018,Nauru,Afghanistan,"Refugees (incl. refugee-like situations)",81
2018,"New Zealand",Afghanistan,Asylum-seekers,*
2018,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",47
2018,Pakistan,Afghanistan,Asylum-seekers,5012
2018,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1403521
2018,Panama,Afghanistan,Asylum-seekers,6
2018,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,Philippines,Afghanistan,Asylum-seekers,6
2018,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",14
2018,"Papua New Guinea",Afghanistan,Asylum-seekers,7
2018,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",118
